,n,exp_name,f1,comp_time
0,1,gradexp,0.007201864011861893,0.352226
1,1,gradexp,0.007418721361553567,0.418588
2,1,gradexp,0.006907761072734661,0.374654
3,1,gradexp,0.007138358177619148,0.345985
4,1,gradexp,0.007056870070568702,0.348871
5,1,gradexp,0.007020441874870947,0.341053
6,1,gradexp,0.007955077211043519,0.335942
7,1,gradexp,0.0076662908680947,0.343136
8,1,gradexp,0.007070076939072573,0.342028
9,1,gradexp,0.005815160955347872,0.38975
10,1,gradexp,0.007365684575389948,0.372957
11,1,gradexp,0.007053941908713692,0.352981
12,1,gradexp,0.007101086048454469,0.334218
13,1,gradexp,0.007512152010605392,0.341135
14,1,gradexp,0.00599058622165169,0.345756
15,1,gradexp,0.007168458781362008,0.338487
16,1,gradexp,0.0070862859524802,0.336863
17,1,gradexp,0.006590509666080844,0.343853
18,1,gradexp,0.0064419153961777975,0.40323
19,1,gradexp,0.006960081883316275,0.357713
20,1,gradexp,0.0071428571428571435,0.377347
21,1,gradexp,0.007182087029995775,0.352875
22,1,gradexp,0.007372072853425844,0.370464
23,1,gradexp,0.0072251072476857085,0.367443
24,1,gradexp,0.007418721361553567,0.367962
25,1,gradexp,0.007261853908586074,0.360029
26,1,gradexp,0.007356122890523583,0.409962
27,1,gradexp,0.006537282941777324,0.369868
28,1,gradexp,0.007059800664451827,0.349611
29,1,gradexp,0.00711892797319933,0.355081
30,1,gradexp,0.007154882154882155,0.358452
31,1,gradexp,0.007126388597778243,0.352732
32,1,gradexp,0.0074154852780806985,0.35679
33,1,gradexp,0.007004532344458178,0.334532
34,1,gradexp,0.007111482953357038,0.370314
35,1,gradexp,0.007503862282056941,0.366161
36,1,gradexp,0.007061266874350987,0.370862
37,1,gradexp,0.006745362563237774,0.343079
38,1,gradexp,0.007083333333333333,0.342485
39,1,gradexp,0.007166947723440135,0.355757
40,1,gradexp,0.007218683651804671,0.353893
41,1,gradexp,0.007277397260273972,0.349637
42,1,gradexp,0.007227891156462584,0.345539
43,1,gradexp,0.00734341252699784,0.404578
44,1,gradexp,0.007037880356033947,0.39394
45,1,gradexp,0.007174509390166702,0.350539
46,1,gradexp,0.007037880356033947,0.360072
47,1,gradexp,0.007096639532456689,0.378864
48,1,gradexp,0.007166947723440135,0.377532
49,1,gradexp,0.0070059756851432115,0.369288
50,1,gradexp,0.007271171941830625,0.365288
51,1,gradexp,0.006589062156819679,0.416675
52,1,gradexp,0.0071398572028559424,0.367764
53,1,gradexp,0.007249466950959488,0.352995
54,1,gradexp,0.005787515502273666,0.343028
55,1,gradexp,0.007067137809187279,0.352109
56,1,gradexp,0.006795922446532081,0.367158
57,1,gradexp,0.007037880356033947,0.379088
58,1,gradexp,0.007099603257465024,0.368169
59,1,gradexp,0.007084809335278184,0.396418
60,1,gradexp,0.007294571980261747,0.351654
61,1,gradexp,0.00686175580221998,0.362788
62,1,gradexp,0.007157894736842104,0.357734
63,1,gradexp,0.007269617276031644,0.352772
64,1,gradexp,0.007214088690855083,0.348413
65,1,gradexp,0.007283633247643529,0.384888
66,1,gradexp,0.007246376811594203,0.378552
67,1,gradexp,0.007359307359307359,0.386221
68,1,gradexp,0.007032057911065149,0.402329
69,1,gradexp,0.007220216606498195,0.37236
70,1,gradexp,0.007341826819261498,0.36632
71,1,gradexp,0.007048092868988392,0.36748
72,1,gradexp,0.006157635467980295,0.373044
73,1,gradexp,0.00731654831073811,0.367352
74,1,gradexp,0.006923233557320302,0.367049
75,1,gradexp,0.007036423841059603,0.368616
76,1,gradexp,0.007220216606498195,0.399369
77,1,gradexp,0.007373671654738668,0.383723
