,n,exp_name,f1,comp_time
0,1,hexp/relative_70,0.13559322033898302,0.012269
1,1,hexp/relative_70,0.27692307692307694,0.015678
2,1,hexp/relative_70,0.18461538461538463,0.012266
3,1,hexp/relative_70,0.2153846153846154,0.017917
4,1,hexp/relative_70,0.35616438356164387,0.014161
5,1,hexp/relative_70,0.3013698630136986,0.012343
6,1,hexp/relative_70,0.2153846153846154,0.012744
7,1,hexp/relative_70,0.3013698630136986,0.012361
8,1,hexp/relative_70,0.13559322033898302,0.012293
9,1,hexp/relative_70,0.24615384615384617,0.015243
10,1,hexp/relative_70,0.21212121212121207,0.012304
11,1,hexp/relative_70,0.20338983050847456,0.012331
12,1,hexp/relative_70,0.3287671232876712,0.01231
13,1,hexp/relative_70,0.3287671232876712,0.012286
14,1,hexp/relative_70,0.3076923076923077,0.012286
15,1,hexp/relative_70,0.27692307692307694,0.012258
16,1,hexp/relative_70,0.3013698630136986,0.012336
17,1,hexp/relative_70,0.3287671232876712,0.012223
18,1,hexp/relative_70,0.35616438356164387,0.012283
19,1,hexp/relative_70,0.3013698630136986,0.012286
20,1,hexp/relative_70,0.16949152542372883,0.012293
21,1,hexp/relative_70,0.21212121212121207,0.012299
22,1,hexp/relative_70,0.21212121212121207,0.012343
23,1,hexp/relative_70,0.27692307692307694,0.017194
24,1,hexp/relative_70,0.24615384615384617,0.01233
25,1,hexp/relative_70,0.16949152542372883,0.012295
26,1,hexp/relative_70,0.3287671232876712,0.012302
27,1,hexp/relative_70,0.3076923076923077,0.012323
28,1,hexp/relative_70,0.21212121212121207,0.012309
29,1,hexp/relative_70,0.13559322033898302,0.012317
30,1,hexp/relative_70,0.2153846153846154,0.012281
31,1,hexp/relative_70,0.3076923076923077,0.012335
32,1,hexp/relative_70,0.21212121212121207,0.012313
33,1,hexp/relative_70,0.24615384615384617,0.012304
34,1,hexp/relative_70,0.16949152542372883,0.012311
35,1,hexp/relative_70,0.24615384615384617,0.012303
36,1,hexp/relative_70,0.3287671232876712,0.012418
37,1,hexp/relative_70,0.2153846153846154,0.012308
38,1,hexp/relative_70,0.18181818181818182,0.012303
39,1,hexp/relative_70,0.13559322033898302,0.012305
40,1,hexp/relative_70,0.21212121212121207,0.012302
41,1,hexp/relative_70,0.21212121212121207,0.012322
42,1,hexp/relative_70,0.16949152542372883,0.012299
43,1,hexp/relative_70,0.2153846153846154,0.012511
44,1,hexp/relative_70,0.2153846153846154,0.012322
45,1,hexp/relative_70,0.16949152542372883,0.012379
46,1,hexp/relative_70,0.24615384615384617,0.0123
47,1,hexp/relative_70,0.20338983050847456,0.012318
48,1,hexp/relative_70,0.3013698630136986,0.012392
49,1,hexp/relative_70,0.3076923076923077,0.012321
50,1,hexp/relative_70,0.21212121212121207,0.012314
51,1,hexp/relative_70,0.18461538461538463,0.012303
52,1,hexp/relative_70,0.24615384615384617,0.012306
53,1,hexp/relative_70,0.3013698630136986,0.012301
54,1,hexp/relative_70,0.2153846153846154,0.012336
55,1,hexp/relative_70,0.2153846153846154,0.012312
56,1,hexp/relative_70,0.27692307692307694,0.01239
57,1,hexp/relative_70,0.3013698630136986,0.012281
58,1,hexp/relative_70,0.3013698630136986,0.012601
59,1,hexp/relative_70,0.35616438356164387,0.012507
60,1,hexp/relative_70,0.24615384615384617,0.012313
61,1,hexp/relative_70,0.21212121212121207,0.012257
62,1,hexp/relative_70,0.3013698630136986,0.012243
63,1,hexp/relative_70,0.35616438356164387,0.01229
64,1,hexp/relative_70,0.27692307692307694,0.012243
65,1,hexp/relative_70,0.27692307692307694,0.012338
66,1,hexp/relative_70,0.21212121212121207,0.012351
67,1,hexp/relative_70,0.21212121212121207,0.012177
68,1,hexp/relative_70,0.2153846153846154,0.012246
69,1,hexp/relative_70,0.3287671232876712,0.012289
70,1,hexp/relative_70,0.24615384615384617,0.01222
71,1,hexp/relative_70,0.21212121212121207,0.012296
72,1,hexp/relative_70,0.3287671232876712,0.012331
73,1,hexp/relative_70,0.24615384615384617,0.01897
74,1,hexp/relative_70,0.2153846153846154,0.012347
75,1,hexp/relative_70,0.2153846153846154,0.012356
76,1,hexp/relative_70,0.24615384615384617,0.012357
77,1,hexp/relative_70,0.21212121212121207,0.012358
78,1,hexp/relative_70,0.2153846153846154,0.012304
79,1,hexp/relative_70,0.3013698630136986,0.012325
80,1,hexp/relative_70,0.20338983050847456,0.014756
81,1,hexp/relative_70,0.20338983050847456,0.035835
82,1,hexp/relative_70,0.18461538461538463,0.018024
83,1,hexp/relative_70,0.16949152542372883,0.016214
84,1,hexp/relative_70,0.35616438356164387,0.016848
85,1,hexp/relative_70,0.21212121212121207,0.01684
86,1,hexp/relative_70,0.18461538461538463,0.012556
87,1,hexp/relative_70,0.16949152542372883,0.022215
88,1,hexp/relative_70,0.2153846153846154,0.024782
89,1,hexp/relative_70,0.2153846153846154,0.021734
90,1,hexp/relative_70,0.24615384615384617,0.016398
91,1,hexp/relative_70,0.27692307692307694,0.01634
92,1,hexp/relative_70,0.20338983050847456,0.016263
93,1,hexp/relative_70,0.2153846153846154,0.016172
94,1,hexp/relative_70,0.24615384615384617,0.016375
95,1,hexp/relative_70,0.3287671232876712,0.016328
96,1,hexp/relative_70,0.21212121212121207,0.013606
97,1,hexp/relative_70,0.20338983050847456,0.013214
98,1,hexp/relative_70,0.3287671232876712,0.013252
99,1,hexp/relative_70,0.2153846153846154,0.013239
100,1,hexp/relative_70,0.3287671232876712,0.013251
101,1,hexp/relative_70,0.18461538461538463,0.013218
102,1,hexp/relative_70,0.24615384615384617,0.013204
103,1,hexp/relative_70,0.2153846153846154,0.016596
104,1,hexp/relative_70,0.2153846153846154,0.013238
105,1,hexp/relative_70,0.16949152542372883,0.01323
106,1,hexp/relative_70,0.18461538461538463,0.013264
107,1,hexp/relative_70,0.18181818181818182,0.013328
108,1,hexp/relative_70,0.16949152542372883,0.013269
109,1,hexp/relative_70,0.20338983050847456,0.013288
110,1,hexp/relative_70,0.24615384615384617,0.013255
111,1,hexp/relative_70,0.27692307692307694,0.0132
112,1,hexp/relative_70,0.3013698630136986,0.013211
113,1,hexp/relative_70,0.3013698630136986,0.013417
114,1,hexp/relative_70,0.35616438356164387,0.013337
115,1,hexp/relative_70,0.13559322033898302,0.013209
116,1,hexp/relative_70,0.3076923076923077,0.013232
117,1,hexp/relative_70,0.24615384615384617,0.013205
118,1,hexp/relative_70,0.24615384615384617,0.013204
119,1,hexp/relative_70,0.35616438356164387,0.013217
120,1,hexp/relative_70,0.3076923076923077,0.01323
121,1,hexp/relative_70,0.21212121212121207,0.013216
122,1,hexp/relative_70,0.24615384615384617,0.013343
123,1,hexp/relative_70,0.13559322033898302,0.013292
124,1,hexp/relative_70,0.27692307692307694,0.013251
125,1,hexp/relative_70,0.21212121212121207,0.013255
126,1,hexp/relative_70,0.21212121212121207,0.013241
127,1,hexp/relative_70,0.35616438356164387,0.013294
128,1,hexp/relative_70,0.2153846153846154,0.013271
129,1,hexp/relative_70,0.24615384615384617,0.013247
130,1,hexp/relative_70,0.3076923076923077,0.013267
131,1,hexp/relative_70,0.13559322033898302,0.013234
132,1,hexp/relative_70,0.2153846153846154,0.013244
133,1,hexp/relative_70,0.27692307692307694,0.013256
134,1,hexp/relative_70,0.24615384615384617,0.013273
135,1,hexp/relative_70,0.18461538461538463,0.013257
136,1,hexp/relative_70,0.3076923076923077,0.013316
137,1,hexp/relative_70,0.2153846153846154,0.018019
138,1,hexp/relative_70,0.3287671232876712,0.013299
139,1,hexp/relative_70,0.3076923076923077,0.013278
140,1,hexp/relative_70,0.21212121212121207,0.01327
141,1,hexp/relative_70,0.20338983050847456,0.013275
142,1,hexp/relative_70,0.21212121212121207,0.013262
143,1,hexp/relative_70,0.3013698630136986,0.013324
144,1,hexp/relative_70,0.3013698630136986,0.013243
145,1,hexp/relative_70,0.3287671232876712,0.013294
146,1,hexp/relative_70,0.3013698630136986,0.013225
147,1,hexp/relative_70,0.3287671232876712,0.013254
148,1,hexp/relative_70,0.21212121212121207,0.013344
149,1,hexp/relative_70,0.27692307692307694,0.013317
150,1,hexp/relative_70,0.24615384615384617,0.013295
151,1,hexp/relative_70,0.18461538461538463,0.014891
152,1,hexp/relative_70,0.24615384615384617,0.013258
153,1,hexp/relative_70,0.13559322033898302,0.013304
154,1,hexp/relative_70,0.3076923076923077,0.01326
155,1,hexp/relative_70,0.3013698630136986,0.013192
156,1,hexp/relative_70,0.24615384615384617,0.01333
157,1,hexp/relative_70,0.21212121212121207,0.01327
158,1,hexp/relative_70,0.24615384615384617,0.013239
159,1,hexp/relative_70,0.3013698630136986,0.013314
160,1,hexp/relative_70,0.13559322033898302,0.01329
161,1,hexp/relative_70,0.2153846153846154,0.013373
162,1,hexp/relative_70,0.13559322033898302,0.013251
163,1,hexp/relative_70,0.21212121212121207,0.01327
164,1,hexp/relative_70,0.3287671232876712,0.013342
165,1,hexp/relative_70,0.16949152542372883,0.013243
166,1,hexp/relative_70,0.24615384615384617,0.013249
167,1,hexp/relative_70,0.24615384615384617,0.013286
168,1,hexp/relative_70,0.24615384615384617,0.013245
169,1,hexp/relative_70,0.24615384615384617,0.013226
170,1,hexp/relative_70,0.3013698630136986,0.013245
171,1,hexp/relative_70,0.13559322033898302,0.013361
172,1,hexp/relative_70,0.3287671232876712,0.013267
173,1,hexp/relative_70,0.16949152542372883,0.01329
174,1,hexp/relative_70,0.18181818181818182,0.013239
175,1,hexp/relative_70,0.16949152542372883,0.01332
176,1,hexp/relative_70,0.20338983050847456,0.013328
177,1,hexp/relative_70,0.24615384615384617,0.013277
178,1,hexp/relative_70,0.3013698630136986,0.013287
179,1,hexp/relative_70,0.21212121212121207,0.013326
180,1,hexp/relative_70,0.13559322033898302,0.013232
181,1,hexp/relative_70,0.3013698630136986,0.013853
182,1,hexp/relative_70,0.35616438356164387,0.013271
183,1,hexp/relative_70,0.16949152542372883,0.013474
184,1,hexp/relative_70,0.16949152542372883,0.013305
185,1,hexp/relative_70,0.21212121212121207,0.013294
186,1,hexp/relative_70,0.24615384615384617,0.013234
187,1,hexp/relative_70,0.13559322033898302,0.013279
188,1,hexp/relative_70,0.18461538461538463,0.013254
189,1,hexp/relative_70,0.3076923076923077,0.013258
190,1,hexp/relative_70,0.2153846153846154,0.013283
191,1,hexp/relative_70,0.13559322033898302,0.013255
192,1,hexp/relative_70,0.3013698630136986,0.013261
193,1,hexp/relative_70,0.16949152542372883,0.013366
194,1,hexp/relative_70,0.16949152542372883,0.013565
195,1,hexp/relative_70,0.2153846153846154,0.013671
196,1,hexp/relative_70,0.3013698630136986,0.01355
197,1,hexp/relative_70,0.16949152542372883,0.013567
198,1,hexp/relative_70,0.27692307692307694,0.013393
199,1,hexp/relative_70,0.35616438356164387,0.013346
200,1,hexp/relative_70,0.24615384615384617,0.013271
201,1,hexp/relative_70,0.20338983050847456,0.015823
202,1,hexp/relative_70,0.3013698630136986,0.013349
203,1,hexp/relative_70,0.27692307692307694,0.013199
204,1,hexp/relative_70,0.13559322033898302,0.013217
205,1,hexp/relative_70,0.18181818181818182,0.013273
206,1,hexp/relative_70,0.2153846153846154,0.013277
207,1,hexp/relative_70,0.27692307692307694,0.013247
208,1,hexp/relative_70,0.3013698630136986,0.013235
209,1,hexp/relative_70,0.2153846153846154,0.013438
210,1,hexp/relative_70,0.13559322033898302,0.013247
211,1,hexp/relative_70,0.3013698630136986,0.013319
212,1,hexp/relative_70,0.18461538461538463,0.013303
213,1,hexp/relative_70,0.21212121212121207,0.013275
214,1,hexp/relative_70,0.16949152542372883,0.013299
215,1,hexp/relative_70,0.3287671232876712,0.013249
216,1,hexp/relative_70,0.2153846153846154,0.0133
217,1,hexp/relative_70,0.24615384615384617,0.01334
218,1,hexp/relative_70,0.2153846153846154,0.013446
219,1,hexp/relative_70,0.3287671232876712,0.018734
220,1,hexp/relative_70,0.27692307692307694,0.017412
221,1,hexp/relative_70,0.2153846153846154,0.017109
222,1,hexp/relative_70,0.24615384615384617,0.014576
223,1,hexp/relative_70,0.2153846153846154,0.013649
224,1,hexp/relative_70,0.3013698630136986,0.014916
225,1,hexp/relative_70,0.35616438356164387,0.014697
226,1,hexp/relative_70,0.35616438356164387,0.01616
227,1,hexp/relative_70,0.3013698630136986,0.016573
228,1,hexp/relative_70,0.2153846153846154,0.016591
229,1,hexp/relative_70,0.16949152542372883,0.016569
230,1,hexp/relative_70,0.24615384615384617,0.016625
231,1,hexp/relative_70,0.35616438356164387,0.016814
232,1,hexp/relative_70,0.21212121212121207,0.016108
233,1,hexp/relative_70,0.3076923076923077,0.013384
234,1,hexp/relative_70,0.35616438356164387,0.013319
235,1,hexp/relative_70,0.35616438356164387,0.013324
236,1,hexp/relative_70,0.21212121212121207,0.013312
237,1,hexp/relative_70,0.3013698630136986,0.013265
238,1,hexp/relative_70,0.20338983050847456,0.013283
239,1,hexp/relative_70,0.3076923076923077,0.013234
240,1,hexp/relative_70,0.3013698630136986,0.013219
241,1,hexp/relative_70,0.2153846153846154,0.013251
242,1,hexp/relative_70,0.10169491525423728,0.013257
243,1,hexp/relative_70,0.35616438356164387,0.013302
244,1,hexp/relative_70,0.16949152542372883,0.013259
245,1,hexp/relative_70,0.21212121212121207,0.013283
246,1,hexp/relative_70,0.3287671232876712,0.013228
247,1,hexp/relative_70,0.2153846153846154,0.013331
248,1,hexp/relative_70,0.20338983050847456,0.013253
249,1,hexp/relative_70,0.3013698630136986,0.013318
