,n,exp_name,f1,comp_time
0,6,hexp/relative_70,0.16304347826086957,0.03694
1,6,hexp/relative_70,0.23295454545454544,0.030386
2,6,hexp/relative_70,0.24747474747474743,0.039063
3,6,hexp/relative_70,0.1871657754010695,0.039302
4,6,hexp/relative_70,0.2023809523809524,0.030753
5,6,hexp/relative_70,0.2318181818181818,0.045017
6,6,hexp/relative_70,0.1855072463768116,0.030692
7,6,hexp/relative_70,0.1889763779527559,0.03894
8,6,hexp/relative_70,0.21298701298701297,0.038761
9,6,hexp/relative_70,0.23076923076923078,0.038611
10,6,hexp/relative_70,0.2023121387283237,0.03031
11,6,hexp/relative_70,0.20379146919431282,0.061786
12,6,hexp/relative_70,0.19,0.046882
13,6,hexp/relative_70,0.24362606232294615,0.03698
14,6,hexp/relative_70,0.19473684210526318,0.04718
15,6,hexp/relative_70,0.19895287958115185,0.047083
16,6,hexp/relative_70,0.16666666666666669,0.040601
17,6,hexp/relative_70,0.1711229946524064,0.04862
18,6,hexp/relative_70,0.23194748358862144,0.057455
19,6,hexp/relative_70,0.17983651226158037,0.046985
20,6,hexp/relative_70,0.1907216494845361,0.053142
21,6,hexp/relative_70,0.20229885057471264,0.057612
22,6,hexp/relative_70,0.18087855297157623,0.047214
23,6,hexp/relative_70,0.21319796954314718,0.047416
24,6,hexp/relative_70,0.20634920634920634,0.047877
25,6,hexp/relative_70,0.14102564102564102,0.037033
26,6,hexp/relative_70,0.21022727272727273,0.039585
27,6,hexp/relative_70,0.23684210526315788,0.060525
28,6,hexp/relative_70,0.22727272727272727,0.053854
29,6,hexp/relative_70,0.21333333333333335,0.053928
30,6,hexp/relative_70,0.19664268585131897,0.060971
31,6,hexp/relative_70,0.2072072072072072,0.057276
32,6,hexp/relative_70,0.20481927710843376,0.036698
33,6,hexp/relative_70,0.2030456852791878,0.046813
34,6,hexp/relative_70,0.19844357976653695,0.068551
35,6,hexp/relative_70,0.15,0.047044
36,6,hexp/relative_70,0.16265060240963858,0.036705
37,6,hexp/relative_70,0.2119815668202765,0.060909
38,6,hexp/relative_70,0.2117117117117117,0.057425
39,6,hexp/relative_70,0.24888888888888888,0.054467
40,6,hexp/relative_70,0.24137931034482757,0.057431
41,6,hexp/relative_70,0.2471395881006865,0.057499
42,6,hexp/relative_70,0.20103092783505153,0.04704
43,6,hexp/relative_70,0.20918367346938774,0.04726
44,6,hexp/relative_70,0.19512195121951217,0.060087
45,6,hexp/relative_70,0.20348837209302326,0.037721
46,6,hexp/relative_70,0.22279792746113988,0.043841
47,6,hexp/relative_70,0.20312499999999997,0.043886
48,6,hexp/relative_70,0.19736842105263158,0.05769
49,6,hexp/relative_70,0.2122641509433962,0.05794
50,6,hexp/relative_70,0.20338983050847456,0.037868
51,6,hexp/relative_70,0.22499999999999998,0.043526
52,6,hexp/relative_70,0.22624434389140274,0.048332
53,6,hexp/relative_70,0.22885572139303484,0.039455
54,6,hexp/relative_70,0.20348837209302326,0.031037
55,6,hexp/relative_70,0.233502538071066,0.036609
56,6,hexp/relative_70,0.25,0.053918
