,n,exp_name,f1,comp_time
0,6,lime,0.0633619083115915,0.337513
1,6,lime,0.02933563416738568,0.758704
2,6,lime,0.027522935779816512,0.323412
3,6,lime,0.016876240900066182,0.318386
4,6,lime,0.0189873417721519,0.31618
5,6,lime,0.025092250922509225,0.315089
6,6,lime,0.02,0.320078
7,6,lime,0.025848960973137356,0.281835
8,6,lime,0.026305609284332686,0.385552
9,6,lime,0.014276716355238295,0.803584
10,6,lime,0.02819821687746216,0.312394
11,6,lime,0.02473176941262048,0.316514
12,6,lime,0.024355300859598854,0.313893
13,6,lime,0.01910470125491665,0.273924
14,6,lime,0.04456094364351246,0.278573
15,6,lime,0.03100303951367781,0.280874
16,6,lime,0.03732162458836444,0.275568
17,6,lime,0.030825022665457842,0.279768
18,6,lime,0.03696991663646249,0.76724
19,6,lime,0.01471861471861472,0.282235
20,6,lime,0.05614266842800529,0.28189
21,6,lime,0.02350772067296612,0.28752
22,6,lime,0.03505154639175258,0.282027
23,6,lime,0.01820615796519411,0.277061
24,6,lime,0.012806026365348397,0.279859
25,6,lime,0.014400677678949599,0.277955
26,6,lime,0.022538945972820683,0.58725
27,6,lime,0.030965391621129327,0.358632
28,6,lime,0.025647472969575057,0.288235
29,6,lime,0.008956796628029505,0.288448
30,6,lime,0.02419498309909269,0.290236
31,6,lime,0.0282274802822748,0.29147
32,6,lime,0.03123564538355535,0.386007
33,6,lime,0.011560693641618497,0.282677
34,6,lime,0.01737797086634296,0.290402
35,6,lime,0.056384742951907124,0.785755
36,6,lime,0.03432609793033821,0.276016
37,6,lime,0.01329683222526398,0.277275
38,6,lime,0.03557725845831881,0.272864
39,6,lime,0.010598503740648378,0.275037
40,6,lime,0.025042965872821017,0.272309
41,6,lime,0.03361676883527783,0.275339
42,6,lime,0.02743410435718128,0.28911
43,6,lime,0.021651454043727446,0.278151
44,6,lime,0.04235176880916791,0.685632
45,6,lime,0.02542056074766355,0.281864
46,6,lime,0.04242046163443543,0.279404
47,6,lime,0.022101841820151676,0.278744
48,6,lime,0.02430307362401716,0.276836
49,6,lime,0.04383702939659618,0.280179
50,6,lime,0.02173449818879182,0.282484
51,6,lime,0.012962256957682041,0.282861
52,6,lime,0.038366057323403285,0.314328
53,6,lime,0.029844195742813256,0.525166
54,6,lime,0.02717101758124667,0.280484
55,6,lime,0.01173222912353347,0.282058
56,6,lime,0.048873981792046,0.292649
57,6,lime,0.016318694504439644,0.398548
58,6,lime,0.038916444105303316,0.289282
59,6,lime,0.015219337511190688,0.284136
60,6,lime,0.02826267664172901,0.292256
61,6,lime,0.019117233623840317,0.578638
62,6,lime,0.0231344976185076,0.390625
63,6,lime,0.03048416019127316,0.2995
64,6,lime,0.02623456790123457,0.304552
65,6,lime,0.02361111111111111,0.29654
66,6,lime,0.0437299035369775,0.298832
67,6,lime,0.01810918774966711,0.304388
68,6,lime,0.022486772486772486,0.293561
69,6,lime,0.017960908610670893,0.290872
70,6,lime,0.03651987110633727,0.817233
71,6,lime,0.03617021276595745,0.279953
72,6,lime,0.03581460674157303,0.285855
73,6,lime,0.01145938658577688,0.27993
74,6,lime,0.024959624137424755,0.281535
75,6,lime,0.03343166175024582,0.278825
76,6,lime,0.032373244465603426,0.277304
77,6,lime,0.02334363199450738,0.283161
78,6,lime,0.02013621557595499,0.279298
79,6,lime,0.052207293666026874,0.721335
80,6,lime,0.02364394993045897,0.282139
81,6,lime,0.02550637659414854,0.289462
82,6,lime,0.029243119266055047,0.2889
83,6,lime,0.026614481409001956,0.286922
84,6,lime,0.0488786658999425,0.281531
85,6,lime,0.06852075775896815,0.279424
86,6,lime,0.014037985136251032,0.288936
87,6,lime,0.03369672943508424,0.284772
