,n,exp_name,f1,comp_time
0,6,partexp,0.025573523881158328,3.733286
1,6,partexp,0.025573523881158328,4.075078
2,6,partexp,0.021525799303577082,3.739197
3,6,partexp,0.017970401691331926,3.284094
4,6,partexp,0.01960219083309311,3.4575
5,6,partexp,0.020354406130268204,3.577811
6,6,partexp,0.026835043409629042,3.803757
7,6,partexp,0.019241652518392754,3.346106
8,6,partexp,0.022903334456045806,3.650891
9,6,partexp,0.016920473773265655,3.920697
10,6,partexp,0.018584312653730527,3.391302
11,6,partexp,0.024425287356321837,3.664963
12,6,partexp,0.022362536174690875,3.809259
13,6,partexp,0.01955607705094358,3.367915
14,6,partexp,0.019241652518392754,3.592955
15,6,partexp,0.020706455542021922,3.540337
16,6,partexp,0.01994719859196245,3.760949
17,6,partexp,0.021942562116811875,3.927982
18,6,partexp,0.020882452004041766,3.815107
19,6,partexp,0.019241652518392754,3.559299
20,6,partexp,0.03080957063257948,3.855495
21,6,partexp,0.019241652518392754,3.911401
22,6,partexp,0.021313166036438642,3.850486
23,6,partexp,0.023375730491577866,3.607345
24,6,partexp,0.019241652518392754,3.793864
25,6,partexp,0.024425287356321837,3.473451
26,6,partexp,0.014975334742776602,3.642917
27,6,partexp,0.018584312653730527,3.525419
28,6,partexp,0.019241652518392754,3.41324
29,6,partexp,0.016856717897868124,3.563374
30,6,partexp,0.016856717897868124,3.486861
31,6,partexp,0.022864828513786146,3.688419
32,6,partexp,0.016944520360754306,3.557653
33,6,partexp,0.016622665493302043,3.519649
34,6,partexp,0.023522900235229006,3.559312
35,6,partexp,0.02571860816944024,4.032579
36,6,partexp,0.024425287356321837,3.590871
37,6,partexp,0.035620743844945,3.72514
38,6,partexp,0.018584312653730527,3.551143
39,6,partexp,0.023375730491577866,3.345428
40,6,partexp,0.02241265655899802,3.421091
41,6,partexp,0.019241652518392754,3.510743
42,6,partexp,0.035438815926620806,3.638706
43,6,partexp,0.01867721379916502,3.708862
44,6,partexp,0.016856717897868124,3.334585
45,6,partexp,0.018584312653730527,3.518468
46,6,partexp,0.02112457284871078,3.638719
47,6,partexp,0.020706455542021922,3.358412
48,6,partexp,0.016034710431993962,3.672404
49,6,partexp,0.017111222949169603,3.45094
50,6,partexp,0.01957397812320092,3.5345
51,6,partexp,0.016856717897868124,3.744378
52,6,partexp,0.025573523881158328,3.566452
53,6,partexp,0.02241265655899802,3.545622
54,6,partexp,0.019019019019019017,3.747438
55,6,partexp,0.017373530914665303,3.502085
56,6,partexp,0.023375730491577866,3.795242
57,6,partexp,0.022416498542927595,3.756051
58,6,partexp,0.02241265655899802,3.650164
59,6,partexp,0.018584312653730527,3.500402
60,6,partexp,0.018584312653730527,3.567446
61,6,partexp,0.01760381070725898,3.689957
62,6,partexp,0.016193595342066956,3.790281
63,6,partexp,0.02112457284871078,3.772681
64,6,partexp,0.0198375013189828,3.6108
65,6,partexp,0.016856717897868124,3.362073
66,6,partexp,0.018879415347137638,3.372255
67,6,partexp,0.01957397812320092,3.452838
68,6,partexp,0.016642192853646598,3.941948
69,6,partexp,0.017576509511993386,3.906135
70,6,partexp,0.016856717897868124,3.588165
71,6,partexp,0.017970401691331926,3.456716
72,6,partexp,0.018584312653730527,3.644175
73,6,partexp,0.021525799303577082,3.574212
74,6,partexp,0.017395753389613713,3.57618
75,6,partexp,0.022903334456045806,3.708726
76,6,partexp,0.021091811414392064,3.854048
77,6,partexp,0.012833853624696499,3.463058
78,6,partexp,0.020706455542021922,3.865331
79,6,partexp,0.02112457284871078,3.435637
80,6,partexp,0.023375730491577866,3.698589
81,6,partexp,0.016856717897868124,3.531916
82,6,partexp,0.019241652518392754,3.748529
83,6,partexp,0.019241652518392754,4.036646
84,6,partexp,0.0341571227647177,3.709392
85,6,partexp,0.02241265655899802,3.55737
86,6,partexp,0.017970401691331926,3.481817
87,6,partexp,0.020706455542021922,3.626803
88,6,partexp,0.034753363228699555,3.842649
89,6,partexp,0.015583820327718573,3.664848
90,6,partexp,0.01633515902757759,3.608708
91,6,partexp,0.020334928229665074,3.515774
92,6,partexp,0.018584312653730527,3.738707
93,6,partexp,0.02000645369474024,3.951677
94,6,partexp,0.017255379618351604,3.707694
95,6,partexp,0.016034710431993962,3.522492
96,6,partexp,0.024810274372446,3.763702
97,6,partexp,0.016440194598221772,3.481718
98,6,partexp,0.022903334456045806,4.319249
99,6,partexp,0.026163909195844555,3.914501
100,6,partexp,0.01633515902757759,3.557095
101,6,partexp,0.021525799303577082,3.706682
102,6,partexp,0.021525799303577082,3.315546
103,6,partexp,0.021082069484780037,3.503012
104,6,partexp,0.018920422927100725,3.467543
105,6,partexp,0.019241652518392754,3.388043
106,6,partexp,0.01994719859196245,3.499343
107,6,partexp,0.01908611204670484,3.75213
108,6,partexp,0.018879415347137638,3.34272
109,6,partexp,0.024963289280469897,3.96141
110,6,partexp,0.020706455542021922,3.388275
111,6,partexp,0.019479775409648216,3.414277
112,6,partexp,0.023375730491577866,3.804452
113,6,partexp,0.013170098312001487,3.824121
114,6,partexp,0.018708044459117418,3.58411
115,6,partexp,0.01957397812320092,3.805381
116,6,partexp,0.018894137260350097,3.780375
117,6,partexp,0.017255379618351604,3.685758
118,6,partexp,0.02785971812520485,3.642538
119,6,partexp,0.02184528398869185,4.129853
120,6,partexp,0.01867721379916502,3.724486
121,6,partexp,0.016849370686155093,4.034134
122,6,partexp,0.01960219083309311,3.525895
123,6,partexp,0.017395753389613713,3.381943
124,6,partexp,0.02131126990096528,3.645825
125,6,partexp,0.025573523881158328,3.608378
126,6,partexp,0.017255379618351604,3.293343
127,6,partexp,0.017970401691331926,3.417242
128,6,partexp,0.016034710431993962,3.46318
129,6,partexp,0.023317036479879653,3.471631
130,6,partexp,0.018584312653730527,3.572536
131,6,partexp,0.017970401691331926,3.438209
132,6,partexp,0.018584312653730527,3.638165
133,6,partexp,0.019241652518392754,3.467889
134,6,partexp,0.02241265655899802,3.602823
135,6,partexp,0.019241652518392754,3.541345
136,6,partexp,0.020706455542021922,3.621927
137,6,partexp,0.018584312653730527,3.660982
138,6,partexp,0.017946687780416998,3.882191
139,6,partexp,0.024425287356321837,3.589209
140,6,partexp,0.023375730491577866,3.613242
141,6,partexp,0.014975334742776602,3.509824
142,6,partexp,0.02197802197802198,3.629738
143,6,partexp,0.019241652518392754,3.511564
144,6,partexp,0.018584312653730527,3.443944
145,6,partexp,0.016486810551558755,3.550353
146,6,partexp,0.025573523881158328,3.443442
147,6,partexp,0.019241652518392754,3.563461
148,6,partexp,0.024963289280469897,3.727955
149,6,partexp,0.018199233716475093,3.405633
150,6,partexp,0.016647081864473168,3.35177
151,6,partexp,0.01994719859196245,3.617356
152,6,partexp,0.022229861349833846,3.667209
153,6,partexp,0.020706455542021922,3.402008
154,6,partexp,0.01960219083309311,3.754478
155,6,partexp,0.01688297984594281,3.652451
156,6,partexp,0.02241265655899802,3.72576
157,6,partexp,0.020334928229665074,3.834024
158,6,partexp,0.017970401691331926,3.505579
159,6,partexp,0.01818715165737753,3.638065
160,6,partexp,0.01994719859196245,3.770731
161,6,partexp,0.017994178354061918,3.526853
162,6,partexp,0.024425287356321837,3.469098
163,6,partexp,0.016622665493302043,3.346309
164,6,partexp,0.021968168572069045,3.825972
